"Year","StockKeyLabel","FisheriesGuild","EcoRegion","EcoGuild","METRIC","stockValue"
2017,"mac.27.nea","pelagic","Bay of Biscay and the Iberian Coast Ecoregion","Arctic Ocean Ecoregion, Azores Ecoregion, Bay of Biscay and the Iberian Coast Ecoregion, Barents Sea Ecoregion, Celtic Seas Ecoregion, Faroes Ecoregion, Greenland Sea Ecoregion, Iceland Sea Ecoregion, Greater North Sea Ecoregion, Norwegian Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion - pelagic stocks","F_FMSY",1.82380952380952
1984,"meg.27.7b-k8abd","benthic","Bay of Biscay and the Iberian Coast Ecoregion","Bay of Biscay and the Iberian Coast Ecoregion, Celtic Seas Ecoregion, Greater North Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion - benthic stocks","F_FMSY",1.1151832460733
1985,"meg.27.7b-k8abd","benthic","Bay of Biscay and the Iberian Coast Ecoregion","Bay of Biscay and the Iberian Coast Ecoregion, Celtic Seas Ecoregion, Greater North Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion - benthic stocks","F_FMSY",1.2565445026178
1986,"meg.27.7b-k8abd","benthic","Bay of Biscay and the Iberian Coast Ecoregion","Bay of Biscay and the Iberian Coast Ecoregion, Celtic Seas Ecoregion, Greater North Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion - benthic stocks","F_FMSY",1.20942408376963
1987,"meg.27.7b-k8abd","benthic","Bay of Biscay and the Iberian Coast Ecoregion","Bay of Biscay and the Iberian Coast Ecoregion, Celtic Seas Ecoregion, Greater North Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion - benthic stocks","F_FMSY",1.19371727748691
1988,"meg.27.7b-k8abd","benthic","Bay of Biscay and the Iberian Coast Ecoregion","Bay of Biscay and the Iberian Coast Ecoregion, Celtic Seas Ecoregion, Greater North Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion - benthic stocks","F_FMSY",1.36125654450262
1989,"meg.27.7b-k8abd","benthic","Bay of Biscay and the Iberian Coast Ecoregion","Bay of Biscay and the Iberian Coast Ecoregion, Celtic Seas Ecoregion, Greater North Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion - benthic stocks","F_FMSY",1.7434554973822
1990,"meg.27.7b-k8abd","benthic","Bay of Biscay and the Iberian Coast Ecoregion","Bay of Biscay and the Iberian Coast Ecoregion, Celtic Seas Ecoregion, Greater North Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion - benthic stocks","F_FMSY",1.98429319371728
1991,"meg.27.7b-k8abd","benthic","Bay of Biscay and the Iberian Coast Ecoregion","Bay of Biscay and the Iberian Coast Ecoregion, Celtic Seas Ecoregion, Greater North Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion - benthic stocks","F_FMSY",2.28795811518325
1992,"meg.27.7b-k8abd","benthic","Bay of Biscay and the Iberian Coast Ecoregion","Bay of Biscay and the Iberian Coast Ecoregion, Celtic Seas Ecoregion, Greater North Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion - benthic stocks","F_FMSY",1.89005235602094
1993,"meg.27.7b-k8abd","benthic","Bay of Biscay and the Iberian Coast Ecoregion","Bay of Biscay and the Iberian Coast Ecoregion, Celtic Seas Ecoregion, Greater North Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion - benthic stocks","F_FMSY",1.96335078534031
1994,"meg.27.7b-k8abd","benthic","Bay of Biscay and the Iberian Coast Ecoregion","Bay of Biscay and the Iberian Coast Ecoregion, Celtic Seas Ecoregion, Greater North Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion - benthic stocks","F_FMSY",1.75392670157068
1995,"meg.27.7b-k8abd","benthic","Bay of Biscay and the Iberian Coast Ecoregion","Bay of Biscay and the Iberian Coast Ecoregion, Celtic Seas Ecoregion, Greater North Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion - benthic stocks","F_FMSY",1.84816753926702
1996,"meg.27.7b-k8abd","benthic","Bay of Biscay and the Iberian Coast Ecoregion","Bay of Biscay and the Iberian Coast Ecoregion, Celtic Seas Ecoregion, Greater North Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion - benthic stocks","F_FMSY",1.84293193717277
1997,"meg.27.7b-k8abd","benthic","Bay of Biscay and the Iberian Coast Ecoregion","Bay of Biscay and the Iberian Coast Ecoregion, Celtic Seas Ecoregion, Greater North Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion - benthic stocks","F_FMSY",1.63350785340314
1998,"meg.27.7b-k8abd","benthic","Bay of Biscay and the Iberian Coast Ecoregion","Bay of Biscay and the Iberian Coast Ecoregion, Celtic Seas Ecoregion, Greater North Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion - benthic stocks","F_FMSY",1.73821989528796
1999,"meg.27.7b-k8abd","benthic","Bay of Biscay and the Iberian Coast Ecoregion","Bay of Biscay and the Iberian Coast Ecoregion, Celtic Seas Ecoregion, Greater North Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion - benthic stocks","F_FMSY",1.78534031413613
2000,"meg.27.7b-k8abd","benthic","Bay of Biscay and the Iberian Coast Ecoregion","Bay of Biscay and the Iberian Coast Ecoregion, Celtic Seas Ecoregion, Greater North Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion - benthic stocks","F_FMSY",1.83246073298429
2001,"meg.27.7b-k8abd","benthic","Bay of Biscay and the Iberian Coast Ecoregion","Bay of Biscay and the Iberian Coast Ecoregion, Celtic Seas Ecoregion, Greater North Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion - benthic stocks","F_FMSY",2.18848167539267
2002,"meg.27.7b-k8abd","benthic","Bay of Biscay and the Iberian Coast Ecoregion","Bay of Biscay and the Iberian Coast Ecoregion, Celtic Seas Ecoregion, Greater North Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion - benthic stocks","F_FMSY",2.55497382198953
2003,"meg.27.7b-k8abd","benthic","Bay of Biscay and the Iberian Coast Ecoregion","Bay of Biscay and the Iberian Coast Ecoregion, Celtic Seas Ecoregion, Greater North Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion - benthic stocks","F_FMSY",2.6544502617801
2004,"meg.27.7b-k8abd","benthic","Bay of Biscay and the Iberian Coast Ecoregion","Bay of Biscay and the Iberian Coast Ecoregion, Celtic Seas Ecoregion, Greater North Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion - benthic stocks","F_FMSY",2.32984293193717
2005,"meg.27.7b-k8abd","benthic","Bay of Biscay and the Iberian Coast Ecoregion","Bay of Biscay and the Iberian Coast Ecoregion, Celtic Seas Ecoregion, Greater North Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion - benthic stocks","F_FMSY",2.86910994764398
2006,"meg.27.7b-k8abd","benthic","Bay of Biscay and the Iberian Coast Ecoregion","Bay of Biscay and the Iberian Coast Ecoregion, Celtic Seas Ecoregion, Greater North Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion - benthic stocks","F_FMSY",2.17801047120419
2007,"meg.27.7b-k8abd","benthic","Bay of Biscay and the Iberian Coast Ecoregion","Bay of Biscay and the Iberian Coast Ecoregion, Celtic Seas Ecoregion, Greater North Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion - benthic stocks","F_FMSY",2.42931937172775
2008,"meg.27.7b-k8abd","benthic","Bay of Biscay and the Iberian Coast Ecoregion","Bay of Biscay and the Iberian Coast Ecoregion, Celtic Seas Ecoregion, Greater North Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion - benthic stocks","F_FMSY",1.81151832460733
2009,"meg.27.7b-k8abd","benthic","Bay of Biscay and the Iberian Coast Ecoregion","Bay of Biscay and the Iberian Coast Ecoregion, Celtic Seas Ecoregion, Greater North Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion - benthic stocks","F_FMSY",1.91099476439791
2010,"meg.27.7b-k8abd","benthic","Bay of Biscay and the Iberian Coast Ecoregion","Bay of Biscay and the Iberian Coast Ecoregion, Celtic Seas Ecoregion, Greater North Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion - benthic stocks","F_FMSY",2.06282722513089
2011,"meg.27.7b-k8abd","benthic","Bay of Biscay and the Iberian Coast Ecoregion","Bay of Biscay and the Iberian Coast Ecoregion, Celtic Seas Ecoregion, Greater North Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion - benthic stocks","F_FMSY",1.90052356020942
2012,"meg.27.7b-k8abd","benthic","Bay of Biscay and the Iberian Coast Ecoregion","Bay of Biscay and the Iberian Coast Ecoregion, Celtic Seas Ecoregion, Greater North Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion - benthic stocks","F_FMSY",1.70680628272251
2013,"meg.27.7b-k8abd","benthic","Bay of Biscay and the Iberian Coast Ecoregion","Bay of Biscay and the Iberian Coast Ecoregion, Celtic Seas Ecoregion, Greater North Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion - benthic stocks","F_FMSY",1.82722513089005
2014,"meg.27.7b-k8abd","benthic","Bay of Biscay and the Iberian Coast Ecoregion","Bay of Biscay and the Iberian Coast Ecoregion, Celtic Seas Ecoregion, Greater North Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion - benthic stocks","F_FMSY",1.44502617801047
2015,"meg.27.7b-k8abd","benthic","Bay of Biscay and the Iberian Coast Ecoregion","Bay of Biscay and the Iberian Coast Ecoregion, Celtic Seas Ecoregion, Greater North Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion - benthic stocks","F_FMSY",1.19895287958115
2016,"meg.27.7b-k8abd","benthic","Bay of Biscay and the Iberian Coast Ecoregion","Bay of Biscay and the Iberian Coast Ecoregion, Celtic Seas Ecoregion, Greater North Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion - benthic stocks","F_FMSY",1.14659685863874
2017,"meg.27.7b-k8abd","benthic","Bay of Biscay and the Iberian Coast Ecoregion","Bay of Biscay and the Iberian Coast Ecoregion, Celtic Seas Ecoregion, Greater North Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion - benthic stocks","F_FMSY",1.15183246073298
1986,"meg.27.8c9a","benthic","Bay of Biscay and the Iberian Coast Ecoregion","Bay of Biscay and the Iberian Coast Ecoregion - benthic stocks","F_FMSY",2.04210526315789
1987,"meg.27.8c9a","benthic","Bay of Biscay and the Iberian Coast Ecoregion","Bay of Biscay and the Iberian Coast Ecoregion - benthic stocks","F_FMSY",1.86315789473684
1988,"meg.27.8c9a","benthic","Bay of Biscay and the Iberian Coast Ecoregion","Bay of Biscay and the Iberian Coast Ecoregion - benthic stocks","F_FMSY",2.64736842105263
1989,"meg.27.8c9a","benthic","Bay of Biscay and the Iberian Coast Ecoregion","Bay of Biscay and the Iberian Coast Ecoregion - benthic stocks","F_FMSY",2.28947368421053
1990,"meg.27.8c9a","benthic","Bay of Biscay and the Iberian Coast Ecoregion","Bay of Biscay and the Iberian Coast Ecoregion - benthic stocks","F_FMSY",2.36315789473684
1991,"meg.27.8c9a","benthic","Bay of Biscay and the Iberian Coast Ecoregion","Bay of Biscay and the Iberian Coast Ecoregion - benthic stocks","F_FMSY",2.44736842105263
1992,"meg.27.8c9a","benthic","Bay of Biscay and the Iberian Coast Ecoregion","Bay of Biscay and the Iberian Coast Ecoregion - benthic stocks","F_FMSY",2.32631578947368
1993,"meg.27.8c9a","benthic","Bay of Biscay and the Iberian Coast Ecoregion","Bay of Biscay and the Iberian Coast Ecoregion - benthic stocks","F_FMSY",1.71578947368421
1994,"meg.27.8c9a","benthic","Bay of Biscay and the Iberian Coast Ecoregion","Bay of Biscay and the Iberian Coast Ecoregion - benthic stocks","F_FMSY",2.18421052631579
1995,"meg.27.8c9a","benthic","Bay of Biscay and the Iberian Coast Ecoregion","Bay of Biscay and the Iberian Coast Ecoregion - benthic stocks","F_FMSY",1.54210526315789
1996,"meg.27.8c9a","benthic","Bay of Biscay and the Iberian Coast Ecoregion","Bay of Biscay and the Iberian Coast Ecoregion - benthic stocks","F_FMSY",1.33684210526316
1997,"meg.27.8c9a","benthic","Bay of Biscay and the Iberian Coast Ecoregion","Bay of Biscay and the Iberian Coast Ecoregion - benthic stocks","F_FMSY",1.43157894736842
1998,"meg.27.8c9a","benthic","Bay of Biscay and the Iberian Coast Ecoregion","Bay of Biscay and the Iberian Coast Ecoregion - benthic stocks","F_FMSY",2.09473684210526
1999,"meg.27.8c9a","benthic","Bay of Biscay and the Iberian Coast Ecoregion","Bay of Biscay and the Iberian Coast Ecoregion - benthic stocks","F_FMSY",1.78421052631579
2000,"meg.27.8c9a","benthic","Bay of Biscay and the Iberian Coast Ecoregion","Bay of Biscay and the Iberian Coast Ecoregion - benthic stocks","F_FMSY",1.68421052631579
2001,"meg.27.8c9a","benthic","Bay of Biscay and the Iberian Coast Ecoregion","Bay of Biscay and the Iberian Coast Ecoregion - benthic stocks","F_FMSY",1.37894736842105
2002,"meg.27.8c9a","benthic","Bay of Biscay and the Iberian Coast Ecoregion","Bay of Biscay and the Iberian Coast Ecoregion - benthic stocks","F_FMSY",0.868421052631579
2003,"meg.27.8c9a","benthic","Bay of Biscay and the Iberian Coast Ecoregion","Bay of Biscay and the Iberian Coast Ecoregion - benthic stocks","F_FMSY",0.921052631578947
2004,"meg.27.8c9a","benthic","Bay of Biscay and the Iberian Coast Ecoregion","Bay of Biscay and the Iberian Coast Ecoregion - benthic stocks","F_FMSY",0.973684210526316
2005,"meg.27.8c9a","benthic","Bay of Biscay and the Iberian Coast Ecoregion","Bay of Biscay and the Iberian Coast Ecoregion - benthic stocks","F_FMSY",1.25263157894737
2006,"meg.27.8c9a","benthic","Bay of Biscay and the Iberian Coast Ecoregion","Bay of Biscay and the Iberian Coast Ecoregion - benthic stocks","F_FMSY",2.12631578947368
2007,"meg.27.8c9a","benthic","Bay of Biscay and the Iberian Coast Ecoregion","Bay of Biscay and the Iberian Coast Ecoregion - benthic stocks","F_FMSY",1.34736842105263
2008,"meg.27.8c9a","benthic","Bay of Biscay and the Iberian Coast Ecoregion","Bay of Biscay and the Iberian Coast Ecoregion - benthic stocks","F_FMSY",1.15789473684211
2009,"meg.27.8c9a","benthic","Bay of Biscay and the Iberian Coast Ecoregion","Bay of Biscay and the Iberian Coast Ecoregion - benthic stocks","F_FMSY",0.626315789473684
2010,"meg.27.8c9a","benthic","Bay of Biscay and the Iberian Coast Ecoregion","Bay of Biscay and the Iberian Coast Ecoregion - benthic stocks","F_FMSY",0.394736842105263
2011,"meg.27.8c9a","benthic","Bay of Biscay and the Iberian Coast Ecoregion","Bay of Biscay and the Iberian Coast Ecoregion - benthic stocks","F_FMSY",1.51052631578947
2012,"meg.27.8c9a","benthic","Bay of Biscay and the Iberian Coast Ecoregion","Bay of Biscay and the Iberian Coast Ecoregion - benthic stocks","F_FMSY",1.37368421052632
2013,"meg.27.8c9a","benthic","Bay of Biscay and the Iberian Coast Ecoregion","Bay of Biscay and the Iberian Coast Ecoregion - benthic stocks","F_FMSY",1.16315789473684
2014,"meg.27.8c9a","benthic","Bay of Biscay and the Iberian Coast Ecoregion","Bay of Biscay and the Iberian Coast Ecoregion - benthic stocks","F_FMSY",2.26315789473684
2015,"meg.27.8c9a","benthic","Bay of Biscay and the Iberian Coast Ecoregion","Bay of Biscay and the Iberian Coast Ecoregion - benthic stocks","F_FMSY",2.10526315789474
2016,"meg.27.8c9a","benthic","Bay of Biscay and the Iberian Coast Ecoregion","Bay of Biscay and the Iberian Coast Ecoregion - benthic stocks","F_FMSY",1.11052631578947
1998,"nep.fu.2829","crustacean","Bay of Biscay and the Iberian Coast Ecoregion","Bay of Biscay and the Iberian Coast Ecoregion - crustacean stocks","F_FMSY",1.01363636363636
1999,"nep.fu.2829","crustacean","Bay of Biscay and the Iberian Coast Ecoregion","Bay of Biscay and the Iberian Coast Ecoregion - crustacean stocks","F_FMSY",0.918181818181818
2000,"nep.fu.2829","crustacean","Bay of Biscay and the Iberian Coast Ecoregion","Bay of Biscay and the Iberian Coast Ecoregion - crustacean stocks","F_FMSY",1.26818181818182
2001,"nep.fu.2829","crustacean","Bay of Biscay and the Iberian Coast Ecoregion","Bay of Biscay and the Iberian Coast Ecoregion - crustacean stocks","F_FMSY",0.922727272727273
2002,"nep.fu.2829","crustacean","Bay of Biscay and the Iberian Coast Ecoregion","Bay of Biscay and the Iberian Coast Ecoregion - crustacean stocks","F_FMSY",0.772727272727273
2003,"nep.fu.2829","crustacean","Bay of Biscay and the Iberian Coast Ecoregion","Bay of Biscay and the Iberian Coast Ecoregion - crustacean stocks","F_FMSY",0.595454545454545
2004,"nep.fu.2829","crustacean","Bay of Biscay and the Iberian Coast Ecoregion","Bay of Biscay and the Iberian Coast Ecoregion - crustacean stocks","F_FMSY",0.918181818181818
2005,"nep.fu.2829","crustacean","Bay of Biscay and the Iberian Coast Ecoregion","Bay of Biscay and the Iberian Coast Ecoregion - crustacean stocks","F_FMSY",0.722727272727273
2006,"nep.fu.2829","crustacean","Bay of Biscay and the Iberian Coast Ecoregion","Bay of Biscay and the Iberian Coast Ecoregion - crustacean stocks","F_FMSY",0.536363636363636
2007,"nep.fu.2829","crustacean","Bay of Biscay and the Iberian Coast Ecoregion","Bay of Biscay and the Iberian Coast Ecoregion - crustacean stocks","F_FMSY",0.581818181818182
2008,"nep.fu.2829","crustacean","Bay of Biscay and the Iberian Coast Ecoregion","Bay of Biscay and the Iberian Coast Ecoregion - crustacean stocks","F_FMSY",0.459090909090909
2009,"nep.fu.2829","crustacean","Bay of Biscay and the Iberian Coast Ecoregion","Bay of Biscay and the Iberian Coast Ecoregion - crustacean stocks","F_FMSY",0.35
2010,"nep.fu.2829","crustacean","Bay of Biscay and the Iberian Coast Ecoregion","Bay of Biscay and the Iberian Coast Ecoregion - crustacean stocks","F_FMSY",0.340909090909091
2011,"nep.fu.2829","crustacean","Bay of Biscay and the Iberian Coast Ecoregion","Bay of Biscay and the Iberian Coast Ecoregion - crustacean stocks","F_FMSY",0.395454545454545
2012,"nep.fu.2829","crustacean","Bay of Biscay and the Iberian Coast Ecoregion","Bay of Biscay and the Iberian Coast Ecoregion - crustacean stocks","F_FMSY",0.504545454545455
2013,"nep.fu.2829","crustacean","Bay of Biscay and the Iberian Coast Ecoregion","Bay of Biscay and the Iberian Coast Ecoregion - crustacean stocks","F_FMSY",0.422727272727273
2014,"nep.fu.2829","crustacean","Bay of Biscay and the Iberian Coast Ecoregion","Bay of Biscay and the Iberian Coast Ecoregion - crustacean stocks","F_FMSY",0.372727272727273
2015,"nep.fu.2829","crustacean","Bay of Biscay and the Iberian Coast Ecoregion","Bay of Biscay and the Iberian Coast Ecoregion - crustacean stocks","F_FMSY",0.35
2016,"nep.fu.2829","crustacean","Bay of Biscay and the Iberian Coast Ecoregion","Bay of Biscay and the Iberian Coast Ecoregion - crustacean stocks","F_FMSY",0.45
2016,"nep.fu.2324","crustacean","Bay of Biscay and the Iberian Coast Ecoregion","Bay of Biscay and the Iberian Coast Ecoregion - crustacean stocks","F_FMSY",0.941038961038961
1978,"pil.27.8c9a","pelagic","Bay of Biscay and the Iberian Coast Ecoregion","Bay of Biscay and the Iberian Coast Ecoregion - pelagic stocks","F_FMSY",3.01666666666667
1979,"pil.27.8c9a","pelagic","Bay of Biscay and the Iberian Coast Ecoregion","Bay of Biscay and the Iberian Coast Ecoregion - pelagic stocks","F_FMSY",2.38333333333333
1980,"pil.27.8c9a","pelagic","Bay of Biscay and the Iberian Coast Ecoregion","Bay of Biscay and the Iberian Coast Ecoregion - pelagic stocks","F_FMSY",2.35
1981,"pil.27.8c9a","pelagic","Bay of Biscay and the Iberian Coast Ecoregion","Bay of Biscay and the Iberian Coast Ecoregion - pelagic stocks","F_FMSY",2.25
1982,"pil.27.8c9a","pelagic","Bay of Biscay and the Iberian Coast Ecoregion","Bay of Biscay and the Iberian Coast Ecoregion - pelagic stocks","F_FMSY",2.175
1983,"pil.27.8c9a","pelagic","Bay of Biscay and the Iberian Coast Ecoregion","Bay of Biscay and the Iberian Coast Ecoregion - pelagic stocks","F_FMSY",2.14166666666667
1984,"pil.27.8c9a","pelagic","Bay of Biscay and the Iberian Coast Ecoregion","Bay of Biscay and the Iberian Coast Ecoregion - pelagic stocks","F_FMSY",2.10833333333333
1985,"pil.27.8c9a","pelagic","Bay of Biscay and the Iberian Coast Ecoregion","Bay of Biscay and the Iberian Coast Ecoregion - pelagic stocks","F_FMSY",1.91666666666667
1986,"pil.27.8c9a","pelagic","Bay of Biscay and the Iberian Coast Ecoregion","Bay of Biscay and the Iberian Coast Ecoregion - pelagic stocks","F_FMSY",2.35
1987,"pil.27.8c9a","pelagic","Bay of Biscay and the Iberian Coast Ecoregion","Bay of Biscay and the Iberian Coast Ecoregion - pelagic stocks","F_FMSY",2.7
1988,"pil.27.8c9a","pelagic","Bay of Biscay and the Iberian Coast Ecoregion","Bay of Biscay and the Iberian Coast Ecoregion - pelagic stocks","F_FMSY",3.31666666666667
1989,"pil.27.8c9a","pelagic","Bay of Biscay and the Iberian Coast Ecoregion","Bay of Biscay and the Iberian Coast Ecoregion - pelagic stocks","F_FMSY",3.175
1990,"pil.27.8c9a","pelagic","Bay of Biscay and the Iberian Coast Ecoregion","Bay of Biscay and the Iberian Coast Ecoregion - pelagic stocks","F_FMSY",3.45833333333333
1991,"pil.27.8c9a","pelagic","Bay of Biscay and the Iberian Coast Ecoregion","Bay of Biscay and the Iberian Coast Ecoregion - pelagic stocks","F_FMSY",3.19166666666667
